Customer ID,Age,Gender,Income Level,Country,Reservation Date,Travel Date,Travel Duration,Travel Type,Travel Destination,Reservation Fee,Reservation Status,Customer Satisfaction Score
CUST_1001,42,Male,Medium,Australia,2024-05-25 11:05:44.766534,2024-07-26 11:05:44.766534,14,Business,Barcelona,8949.97,Pending,10
CUST_1002,42,Female,High,UK,2023-12-31 11:05:44.766536,2024-01-08 11:05:44.766536,13,Relaxation,Moscow,860.82,Completed,6
CUST_1003,35,Female,Very High,Germany,2024-03-24 11:05:44.766537,2024-04-24 11:05:44.766537,23,Adventure,Rome,3120.49,Completed,4
CUST_1004,52,Female,Very High,Canada,2024-03-01 11:05:44.766538,2024-04-05 11:05:44.766538,29,Holiday,Moscow,9618.82,Completed,10
CUST_1005,39,Male,High,Japan,2023-11-21 11:05:44.766540,2024-02-19 11:05:44.766540,5,Relaxation,Tokyo,940.38,Cancelled,2
CUST_1006,39,Male,Very High,Germany,2024-01-21 11:05:44.766541,2024-03-04 11:05:44.766541,27,Family,Tokyo,6286.61,Completed,6
CUST_1007,41,Female,High,Germany,2023-07-25 11:05:44.766542,2023-09-16 11:05:44.766542,4,Relaxation,London,1888.44,Completed,7
CUST_1008,63,Male,Medium,Australia,2023-11-03 11:05:44.766543,2023-12-15 11:05:44.766543,27,Adventure,London,6533.02,Pending,5
CUST_1009,28,Male,High,USA,2023-11-11 11:05:44.766545,2023-11-19 11:05:44.766545,10,Business,Sydney,5372.34,Pending,10
CUST_1010,33,Female,Very High,Japan,2023-10-08 11:05:44.766546,2023-10-19 11:05:44.766546,5,Holiday,Paris,1032.07,Completed,1
CUST_1011,55,Female,Very High,UK,2023-10-13 11:05:44.766547,2023-10-23 11:05:44.766547,7,Adventure,Istanbul,966.36,Completed,10
CUST_1012,55,Male,Medium,Canada,2024-05-26 11:05:44.766548,2024-06-01 11:05:44.766548,9,Business,Istanbul,5951.08,Pending,10
CUST_1013,48,Male,Very High,France,2024-05-28 11:05:44.766550,2024-07-08 11:05:44.766550,28,Holiday,Istanbul,2853.39,Completed,2
CUST_1014,24,Female,Low,Brazil,2024-01-29 11:05:44.766551,2024-04-11 11:05:44.766551,19,Holiday,Tokyo,6775.34,Completed,7
CUST_1015,48,Male,Low,India,2023-11-27 11:05:44.766552,2023-12-15 11:05:44.766552,11,Relaxation,Rome,8431.27,Cancelled,9
CUST_1016,56,Male,Low,Spain,2023-12-25 11:05:44.766553,2024-01-01 11:05:44.766553,22,Relaxation,Barcelona,8185.09,Cancelled,8
CUST_1017,51,Male,Very High,Germany,2023-12-15 11:05:44.766555,2024-01-23 11:05:44.766555,15,Business,Berlin,2950.84,Cancelled,3
CUST_1018,26,Male,High,China,2023-10-05 11:05:44.766556,2023-12-20 11:05:44.766556,17,Business,Istanbul,5261.04,Pending,9
CUST_1019,29,Male,Very High,India,2023-11-06 11:05:44.766557,2023-12-10 11:05:44.766557,29,Adventure,London,9348.4,Pending,3
CUST_1020,49,Female,High,France,2023-09-30 11:05:44.766559,2023-12-16 11:05:44.766559,15,Relaxation,Rome,5386.23,Cancelled,7
CUST_1021,60,Male,Very High,Italy,2023-12-03 11:05:44.766560,2024-01-01 11:05:44.766560,5,Holiday,Sydney,3868.71,Completed,6
CUST_1022,47,Female,Low,France,2023-10-17 11:05:44.766561,2024-01-09 11:05:44.766561,10,Adventure,Berlin,2545.12,Completed,3
CUST_1023,44,Male,High,China,2024-06-01 11:05:44.766563,2024-08-07 11:05:44.766563,28,Family,Tokyo,5339.26,Pending,10
CUST_1024,55,Male,Low,Japan,2024-03-18 11:05:44.766566,2024-04-29 11:05:44.766566,21,Adventure,Bangkok,3408.34,Pending,10
CUST_1025,27,Male,Very High,Italy,2024-04-26 11:05:44.766569,2024-07-06 11:05:44.766569,16,Family,Dubai,2609.27,Pending,3
CUST_1026,49,Male,Medium,USA,2023-08-14 11:05:44.766571,2023-09-11 11:05:44.766571,3,Family,Moscow,8138.49,Pending,2
CUST_1027,35,Male,Low,India,2023-12-17 11:05:44.766574,2024-01-13 11:05:44.766574,20,Business,Barcelona,1359.69,Pending,4
CUST_1028,43,Female,Very High,France,2023-10-21 11:05:44.766576,2023-11-08 11:05:44.766576,23,Business,Tokyo,7583.32,Cancelled,7
CUST_1029,36,Female,Very High,Germany,2024-01-30 11:05:44.766581,2024-04-18 11:05:44.766581,23,Business,Dubai,7762.77,Cancelled,9
CUST_1030,52,Male,High,Spain,2024-04-24 11:05:44.766584,2024-06-21 11:05:44.766584,1,Adventure,Istanbul,6460.05,Cancelled,3
CUST_1031,26,Male,Low,Japan,2024-06-02 11:05:44.766587,2024-07-21 11:05:44.766587,22,Family,Berlin,3494.04,Completed,2
CUST_1032,28,Female,Very High,Japan,2024-04-26 11:05:44.766589,2024-05-16 11:05:44.766589,27,Family,Sydney,537.44,Pending,2
CUST_1033,18,Male,Medium,India,2024-04-20 11:05:44.766592,2024-05-01 11:05:44.766592,5,Business,Bangkok,3412.93,Completed,7
CUST_1034,51,Male,Low,Australia,2024-06-21 11:05:44.766595,2024-07-25 11:05:44.766595,6,Adventure,Sydney,9088.87,Pending,1
CUST_1035,47,Male,Medium,Italy,2023-12-25 11:05:44.766607,2024-02-12 11:05:44.766607,26,Adventure,Dubai,2085.76,Cancelled,1
CUST_1036,29,Male,Very High,France,2023-08-13 11:05:44.766610,2023-09-24 11:05:44.766610,23,Adventure,Bangkok,5707.25,Cancelled,5
CUST_1037,52,Male,Very High,India,2023-09-23 11:05:44.766611,2023-12-19 11:05:44.766611,16,Business,Moscow,2180.98,Pending,7
CUST_1038,35,Male,High,France,2024-05-10 11:05:44.766612,2024-06-22 11:05:44.766612,23,Adventure,Berlin,3573.66,Pending,7
CUST_1039,29,Female,High,Canada,2023-08-03 11:05:44.766614,2023-09-10 11:05:44.766614,26,Adventure,Dubai,4365.26,Completed,6
CUST_1040,33,Male,Low,Brazil,2024-06-04 11:05:44.766615,2024-08-25 11:05:44.766615,12,Relaxation,London,314.43,Pending,3
CUST_1041,55,Male,Medium,Brazil,2023-10-14 11:05:44.766616,2023-12-09 11:05:44.766616,29,Holiday,Bangkok,2616.88,Completed,4
CUST_1042,35,Female,High,Germany,2024-02-22 11:05:44.766618,2024-04-05 11:05:44.766618,4,Family,Berlin,8555.12,Pending,5
CUST_1043,23,Male,High,UK,2023-09-23 11:05:44.766619,2023-12-15 11:05:44.766619,13,Family,Paris,9932.54,Pending,10
CUST_1044,29,Male,Very High,India,2024-02-05 11:05:44.766620,2024-03-01 11:05:44.766620,20,Family,Moscow,5850.84,Cancelled,6
CUST_1045,20,Female,Very High,France,2024-01-10 11:05:44.766622,2024-03-31 11:05:44.766622,26,Adventure,Barcelona,7799.66,Completed,1
CUST_1046,44,Female,Low,Australia,2023-08-03 11:05:44.766623,2023-08-06 11:05:44.766623,24,Business,New York,9498.93,Cancelled,5
CUST_1047,58,Male,High,Australia,2023-11-07 11:05:44.766624,2024-01-29 11:05:44.766624,28,Holiday,New York,9544.07,Pending,2
CUST_1048,43,Male,Very High,Germany,2023-12-16 11:05:44.766626,2024-02-09 11:05:44.766626,21,Business,Istanbul,5073.37,Pending,7
CUST_1049,29,Male,Medium,India,2023-09-10 11:05:44.766627,2023-09-29 11:05:44.766627,12,Adventure,Berlin,9870.43,Completed,6
CUST_1050,57,Male,High,USA,2024-01-27 11:05:44.766628,2024-03-08 11:05:44.766628,10,Holiday,Barcelona,3291.9,Pending,6
CUST_1051,30,Male,Low,UK,2023-08-01 11:05:44.766629,2023-08-11 11:05:44.766629,17,Relaxation,Paris,614.3,Completed,6
CUST_1052,40,Female,Medium,Japan,2023-08-25 11:05:44.766631,2023-09-11 11:05:44.766631,23,Family,New York,8691.54,Cancelled,6
CUST_1053,38,Male,Medium,Japan,2023-11-13 11:05:44.766632,2023-12-13 11:05:44.766632,23,Adventure,New York,2615.29,Cancelled,6
CUST_1054,50,Female,High,India,2023-10-20 11:05:44.766633,2023-12-27 11:05:44.766633,28,Family,Berlin,681.48,Cancelled,2
CUST_1055,19,Male,Medium,France,2024-01-14 11:05:44.766635,2024-01-31 11:05:44.766635,21,Relaxation,Istanbul,9223.05,Cancelled,7
CUST_1056,37,Female,Low,USA,2024-03-12 11:05:44.766636,2024-05-13 11:05:44.766636,17,Relaxation,New York,1579.46,Pending,7
CUST_1057,32,Female,High,China,2023-10-25 11:05:44.766637,2023-12-04 11:05:44.766637,3,Holiday,Rome,9830.17,Cancelled,3
CUST_1058,61,Male,Very High,Japan,2024-06-19 11:05:44.766639,2024-09-02 11:05:44.766639,15,Holiday,Tokyo,9708.39,Completed,3
CUST_1059,37,Male,High,Japan,2023-12-25 11:05:44.766640,2023-12-31 11:05:44.766640,26,Family,Berlin,6413.74,Completed,1
CUST_1060,27,Female,Very High,Spain,2024-01-03 11:05:44.766641,2024-02-29 11:05:44.766641,24,Family,Sydney,2853.53,Cancelled,9
CUST_1061,67,Female,Low,Italy,2024-01-15 11:05:44.766642,2024-03-12 11:05:44.766642,3,Business,London,1593.38,Pending,7
CUST_1062,54,Female,Low,Italy,2023-10-20 11:05:44.766644,2023-12-29 11:05:44.766644,27,Relaxation,Istanbul,2954.39,Completed,5
CUST_1063,52,Female,Low,France,2024-07-05 11:05:44.766645,2024-07-24 11:05:44.766645,21,Holiday,Rome,5469.1,Cancelled,10
CUST_1064,24,Male,Medium,Spain,2024-03-03 11:05:44.766646,2024-05-26 11:05:44.766646,1,Business,Sydney,2446.25,Pending,2
CUST_1065,39,Male,Medium,Germany,2023-09-18 11:05:44.766648,2023-11-22 11:05:44.766648,12,Holiday,Berlin,8356.7,Pending,9
CUST_1066,55,Male,Very High,Germany,2024-05-30 11:05:44.766649,2024-07-19 11:05:44.766649,1,Holiday,Tokyo,8942.42,Completed,7
CUST_1067,36,Female,Low,France,2023-11-08 11:05:44.766650,2023-11-19 11:05:44.766650,2,Family,Berlin,6564.36,Pending,9
CUST_1068,34,Male,Low,Italy,2024-05-13 11:05:44.766652,2024-07-30 11:05:44.766652,20,Adventure,Rome,6807.69,Cancelled,5
CUST_1069,24,Female,Very High,USA,2024-01-02 11:05:44.766653,2024-03-20 11:05:44.766653,8,Business,Istanbul,5263.96,Pending,8
CUST_1070,33,Male,Low,France,2023-11-29 11:05:44.766654,2023-12-30 11:05:44.766654,26,Business,Barcelona,2278.62,Cancelled,10
CUST_1071,65,Male,Very High,Canada,2023-08-27 11:05:44.766655,2023-10-25 11:05:44.766655,28,Adventure,Berlin,8879.12,Completed,9
CUST_1072,56,Male,High,Italy,2024-03-06 11:05:44.766657,2024-05-27 11:05:44.766657,21,Adventure,Berlin,7299.69,Pending,9
CUST_1073,59,Female,Medium,USA,2023-10-03 11:05:44.766658,2023-11-26 11:05:44.766658,28,Business,Paris,482.48,Pending,9
CUST_1074,31,Male,Very High,Spain,2024-06-26 11:05:44.766659,2024-09-05 11:05:44.766659,27,Holiday,Bangkok,3193.85,Completed,8
CUST_1075,38,Female,High,Australia,2023-10-17 11:05:44.766660,2023-11-28 11:05:44.766660,17,Business,Moscow,2545.26,Pending,4
CUST_1076,19,Female,Medium,Spain,2023-10-23 11:05:44.766662,2024-01-03 11:05:44.766662,12,Business,Bangkok,4468.0,Cancelled,6
CUST_1077,66,Female,Very High,Germany,2024-05-12 11:05:44.766663,2024-06-10 11:05:44.766663,24,Relaxation,Dubai,8440.79,Cancelled,10
CUST_1078,64,Male,High,Japan,2024-06-18 11:05:44.766664,2024-06-24 11:05:44.766664,9,Business,Sydney,5300.47,Completed,7
CUST_1079,48,Female,Very High,China,2023-09-21 11:05:44.766666,2023-09-24 11:05:44.766666,17,Holiday,Dubai,2685.42,Cancelled,4
CUST_1080,51,Male,Medium,Germany,2024-01-07 11:05:44.766667,2024-02-12 11:05:44.766667,5,Holiday,Bangkok,7902.84,Pending,4
CUST_1081,25,Female,Low,Italy,2024-06-18 11:05:44.766668,2024-09-05 11:05:44.766668,26,Relaxation,Tokyo,1892.71,Completed,8
CUST_1082,69,Female,Medium,Australia,2024-01-03 11:05:44.766669,2024-02-24 11:05:44.766669,5,Business,Paris,6254.23,Cancelled,6
CUST_1083,69,Male,Very High,USA,2024-04-07 11:05:44.766671,2024-07-05 11:05:44.766671,1,Holiday,Dubai,3162.77,Completed,6
CUST_1084,64,Female,Medium,Germany,2024-01-16 11:05:44.766672,2024-02-04 11:05:44.766672,12,Holiday,Istanbul,2606.24,Cancelled,10
CUST_1085,48,Female,Low,France,2024-02-22 11:05:44.766673,2024-03-22 11:05:44.766673,10,Relaxation,London,2776.75,Completed,7
CUST_1086,39,Female,Medium,Japan,2023-11-03 11:05:44.766674,2023-12-03 11:05:44.766674,22,Holiday,Rome,8726.66,Completed,7
CUST_1087,64,Male,High,India,2023-11-04 11:05:44.766676,2024-01-26 11:05:44.766676,6,Business,Bangkok,7183.68,Pending,1
CUST_1088,21,Female,High,Canada,2023-12-07 11:05:44.766677,2024-02-25 11:05:44.766677,22,Adventure,Tokyo,5613.3,Completed,10
CUST_1089,58,Male,Medium,France,2024-07-08 11:05:44.766679,2024-08-31 11:05:44.766679,7,Business,Istanbul,6324.92,Cancelled,3
CUST_1090,43,Male,High,Spain,2023-08-12 11:05:44.766680,2023-10-28 11:05:44.766680,23,Holiday,Barcelona,4468.47,Cancelled,7
CUST_1091,67,Female,Medium,Australia,2024-03-10 11:05:44.766682,2024-05-14 11:05:44.766682,14,Business,Istanbul,3875.77,Completed,4
CUST_1092,58,Male,High,India,2023-08-08 11:05:44.766683,2023-08-31 11:05:44.766683,14,Holiday,New York,5379.87,Pending,1
CUST_1093,59,Female,Very High,Germany,2023-08-08 11:05:44.766685,2023-08-27 11:05:44.766685,5,Business,Dubai,6709.83,Cancelled,1
CUST_1094,40,Male,Low,India,2023-11-07 11:05:44.766686,2024-02-01 11:05:44.766686,9,Adventure,Paris,1364.75,Pending,4
CUST_1095,19,Male,High,India,2024-01-14 11:05:44.766687,2024-01-21 11:05:44.766687,8,Adventure,Paris,9302.66,Completed,9
CUST_1096,53,Male,Low,India,2023-07-25 11:05:44.766689,2023-08-25 11:05:44.766689,9,Relaxation,Barcelona,6382.69,Cancelled,8
CUST_1097,18,Male,High,Italy,2024-04-17 11:05:44.766690,2024-04-30 11:05:44.766690,13,Holiday,Barcelona,2758.78,Pending,6
CUST_1098,53,Male,Low,Canada,2024-06-16 11:05:44.766691,2024-08-31 11:05:44.766691,21,Relaxation,Rome,869.29,Cancelled,1
CUST_1099,30,Female,Low,Spain,2023-11-06 11:05:44.766693,2023-11-07 11:05:44.766693,28,Adventure,New York,5756.85,Cancelled,7
CUST_1100,40,Female,High,Germany,2023-10-13 11:05:44.766695,2023-11-13 11:05:44.766695,6,Business,Sydney,9011.29,Completed,6
CUST_1101,38,Male,Low,Germany,2023-08-06 11:05:44.766696,2023-10-20 11:05:44.766696,18,Business,New York,3630.72,Cancelled,8
CUST_1102,58,Male,High,China,2024-04-15 11:05:44.766698,2024-04-30 11:05:44.766698,19,Family,Berlin,7808.97,Completed,5
CUST_1103,57,Male,Low,Italy,2023-12-24 11:05:44.766699,2024-01-02 11:05:44.766699,7,Business,Moscow,1158.65,Pending,8
CUST_1104,64,Male,Medium,USA,2023-07-18 11:05:44.766700,2023-10-10 11:05:44.766700,10,Family,Istanbul,783.4,Cancelled,9
CUST_1105,66,Female,Medium,Brazil,2024-02-12 11:05:44.766701,2024-02-18 11:05:44.766701,19,Relaxation,Tokyo,3119.14,Completed,6
CUST_1106,46,Male,High,Italy,2023-07-24 11:05:44.766703,2023-08-18 11:05:44.766703,29,Adventure,New York,5945.99,Pending,6
CUST_1107,31,Male,Very High,UK,2023-09-15 11:05:44.766704,2023-10-17 11:05:44.766704,25,Adventure,Tokyo,6002.99,Completed,2
CUST_1108,23,Male,Very High,UK,2023-11-04 11:05:44.766705,2023-11-24 11:05:44.766705,12,Family,Barcelona,9369.87,Cancelled,10
CUST_1109,36,Female,Medium,China,2024-03-21 11:05:44.766707,2024-04-18 11:05:44.766707,18,Family,New York,6749.43,Completed,1
CUST_1110,31,Male,Medium,Italy,2024-06-25 11:05:44.766708,2024-08-08 11:05:44.766708,19,Holiday,Moscow,7543.16,Completed,2
CUST_1111,24,Female,Low,Italy,2023-07-12 11:05:44.766709,2023-09-03 11:05:44.766709,15,Holiday,Berlin,4098.83,Pending,3
CUST_1112,48,Female,High,China,2023-11-19 11:05:44.766710,2024-01-26 11:05:44.766710,6,Adventure,Paris,7413.68,Cancelled,8
CUST_1113,23,Male,Medium,Spain,2023-08-24 11:05:44.766712,2023-10-16 11:05:44.766712,2,Family,Istanbul,9689.35,Completed,5
CUST_1114,62,Male,Very High,China,2023-09-05 11:05:44.766713,2023-09-16 11:05:44.766713,21,Relaxation,Paris,3855.59,Pending,1
CUST_1115,40,Female,High,Australia,2023-07-31 11:05:44.766714,2023-09-17 11:05:44.766714,10,Adventure,Barcelona,2423.95,Cancelled,6
CUST_1116,51,Female,High,UK,2024-04-11 11:05:44.766716,2024-06-26 11:05:44.766716,7,Holiday,Bangkok,6433.5,Completed,3
CUST_1117,22,Male,Very High,France,2023-08-30 11:05:44.766717,2023-09-11 11:05:44.766717,23,Relaxation,Tokyo,2498.86,Cancelled,7
CUST_1118,32,Male,Medium,USA,2023-11-25 11:05:44.766718,2024-01-05 11:05:44.766718,5,Holiday,London,135.19,Completed,10
CUST_1119,64,Male,High,USA,2024-01-29 11:05:44.766719,2024-04-21 11:05:44.766719,1,Holiday,Tokyo,9344.37,Cancelled,5
CUST_1120,55,Male,High,Spain,2023-09-16 11:05:44.766727,2023-11-05 11:05:44.766727,11,Holiday,Tokyo,2515.02,Completed,2
CUST_1121,30,Male,Low,Italy,2024-01-23 11:05:44.766730,2024-02-08 11:05:44.766730,6,Family,Bangkok,2502.53,Completed,9
CUST_1122,61,Male,Low,Australia,2023-12-01 11:05:44.766732,2024-02-05 11:05:44.766732,21,Holiday,New York,4523.57,Pending,5
CUST_1123,24,Female,Very High,Germany,2023-09-22 11:05:44.766735,2023-11-03 11:05:44.766735,7,Holiday,Paris,1446.52,Cancelled,4
CUST_1124,58,Female,Low,Italy,2023-08-22 11:05:44.766738,2023-08-29 11:05:44.766738,17,Business,Bangkok,1566.37,Cancelled,2
CUST_1125,45,Male,Very High,India,2024-04-26 11:05:44.766741,2024-05-06 11:05:44.766741,12,Family,Barcelona,7327.64,Pending,9
CUST_1126,61,Male,Medium,Germany,2023-10-20 11:05:44.766744,2023-10-27 11:05:44.766744,5,Relaxation,Barcelona,1854.79,Cancelled,9
CUST_1127,21,Male,Medium,UK,2023-12-02 11:05:44.766747,2024-01-09 11:05:44.766747,28,Business,Moscow,325.46,Completed,4
CUST_1128,35,Female,High,Italy,2023-12-21 11:05:44.766749,2024-01-29 11:05:44.766749,4,Adventure,Istanbul,8912.64,Cancelled,1
CUST_1129,65,Male,High,Canada,2024-03-09 11:05:44.766751,2024-03-14 11:05:44.766751,15,Holiday,Rome,1887.27,Cancelled,7
CUST_1130,66,Female,Low,UK,2024-01-02 11:05:44.766753,2024-01-24 11:05:44.766753,22,Business,Rome,2116.66,Cancelled,7
CUST_1131,30,Male,High,Canada,2023-12-26 11:05:44.766754,2024-01-09 11:05:44.766754,1,Holiday,London,8603.58,Cancelled,7
CUST_1132,65,Male,Very High,USA,2024-02-08 11:05:44.766755,2024-03-27 11:05:44.766755,18,Family,Rome,8561.44,Cancelled,3
CUST_1133,49,Female,Very High,USA,2024-03-07 11:05:44.766756,2024-04-22 11:05:44.766756,16,Family,London,9134.24,Cancelled,2
CUST_1134,33,Male,Medium,USA,2024-03-22 11:05:44.766758,2024-04-28 11:05:44.766758,26,Relaxation,Istanbul,7609.7,Completed,2
CUST_1135,35,Female,Very High,Canada,2024-02-29 11:05:44.766759,2024-03-22 11:05:44.766759,26,Business,Rome,3520.56,Cancelled,7
CUST_1136,29,Female,Very High,Canada,2024-03-07 11:05:44.766760,2024-05-05 11:05:44.766760,4,Relaxation,Sydney,1039.46,Completed,9
CUST_1137,59,Female,Medium,Canada,2023-10-08 11:05:44.766762,2024-01-01 11:05:44.766762,12,Family,Rome,5592.99,Pending,5
CUST_1138,19,Female,Medium,Japan,2023-09-12 11:05:44.766763,2023-11-06 11:05:44.766763,3,Family,Bangkok,1783.68,Completed,6
CUST_1139,40,Male,Low,USA,2023-12-31 11:05:44.766764,2024-01-25 11:05:44.766764,5,Family,Istanbul,1289.49,Cancelled,1
CUST_1140,56,Female,Medium,Canada,2023-11-18 11:05:44.766766,2024-02-10 11:05:44.766766,11,Adventure,Tokyo,4147.67,Completed,8
CUST_1141,23,Male,Very High,Brazil,2024-03-09 11:05:44.766767,2024-04-10 11:05:44.766767,22,Adventure,London,9893.78,Pending,9
CUST_1142,61,Male,Low,Germany,2023-09-06 11:05:44.766768,2023-09-18 11:05:44.766768,16,Holiday,Sydney,609.63,Cancelled,1
CUST_1143,21,Male,Medium,Italy,2024-01-18 11:05:44.766769,2024-02-03 11:05:44.766769,16,Business,Rome,4234.46,Cancelled,8
CUST_1144,35,Male,Very High,USA,2023-08-24 11:05:44.766771,2023-10-17 11:05:44.766771,11,Adventure,New York,9755.37,Cancelled,2
CUST_1145,67,Male,High,USA,2023-08-19 11:05:44.766772,2023-09-09 11:05:44.766772,21,Adventure,Istanbul,70.48,Cancelled,6
CUST_1146,66,Female,High,France,2024-04-25 11:05:44.766773,2024-06-28 11:05:44.766773,18,Relaxation,Sydney,9704.05,Pending,2
CUST_1147,42,Male,Low,Spain,2024-01-26 11:05:44.766776,2024-04-11 11:05:44.766776,20,Adventure,Berlin,9230.91,Completed,3
CUST_1148,69,Male,Very High,France,2024-03-06 11:05:44.766779,2024-05-12 11:05:44.766779,7,Family,Dubai,7031.68,Pending,1
CUST_1149,35,Male,Very High,Australia,2024-04-26 11:05:44.766782,2024-06-24 11:05:44.766782,28,Adventure,London,6755.86,Completed,8
CUST_1150,39,Female,High,Australia,2024-02-28 11:05:44.766785,2024-05-08 11:05:44.766785,14,Holiday,London,8827.62,Pending,3
CUST_1151,18,Female,Very High,Italy,2023-10-01 11:05:44.766788,2023-12-29 11:05:44.766788,20,Adventure,Dubai,6269.6,Cancelled,10
CUST_1152,36,Female,Low,India,2024-04-11 11:05:44.766791,2024-06-18 11:05:44.766791,16,Holiday,Barcelona,7559.09,Pending,1
CUST_1153,35,Female,High,China,2023-10-08 11:05:44.766793,2023-10-31 11:05:44.766793,18,Business,Barcelona,60.39,Cancelled,3
CUST_1154,46,Female,Very High,Australia,2023-07-14 11:05:44.766795,2023-07-15 11:05:44.766795,9,Family,Tokyo,8980.05,Cancelled,3
CUST_1155,33,Female,High,Australia,2023-07-11 11:05:44.766796,2023-07-24 11:05:44.766796,25,Relaxation,Barcelona,9309.66,Pending,5
CUST_1156,54,Male,High,Italy,2023-09-07 11:05:44.766797,2023-09-10 11:05:44.766797,8,Adventure,Dubai,3533.81,Cancelled,9
CUST_1157,54,Female,Very High,Japan,2024-05-11 11:05:44.766799,2024-07-12 11:05:44.766799,7,Relaxation,Sydney,3466.11,Pending,9
CUST_1158,62,Male,Medium,Spain,2023-11-23 11:05:44.766800,2023-12-13 11:05:44.766800,26,Relaxation,Tokyo,5872.58,Completed,7
CUST_1159,49,Male,Medium,Brazil,2023-11-06 11:05:44.766801,2023-12-03 11:05:44.766801,13,Relaxation,Paris,4912.94,Completed,7
CUST_1160,19,Male,Medium,Japan,2024-03-26 11:05:44.766803,2024-05-08 11:05:44.766803,3,Relaxation,Barcelona,4812.23,Pending,6
CUST_1161,32,Male,High,France,2023-07-20 11:05:44.766804,2023-10-02 11:05:44.766804,8,Family,Moscow,62.12,Pending,6
CUST_1162,50,Female,Very High,Australia,2024-04-07 11:05:44.766805,2024-04-14 11:05:44.766805,19,Holiday,Sydney,3541.18,Cancelled,3
CUST_1163,66,Male,Medium,India,2023-09-05 11:05:44.766807,2023-09-16 11:05:44.766807,9,Business,London,912.46,Completed,2
CUST_1164,20,Female,Low,USA,2024-01-07 11:05:44.766808,2024-03-12 11:05:44.766808,10,Business,Dubai,7179.71,Pending,1
CUST_1165,61,Female,Low,Spain,2023-09-03 11:05:44.766809,2023-11-09 11:05:44.766809,23,Business,Bangkok,6231.55,Completed,7
CUST_1166,38,Female,Low,Australia,2024-03-03 11:05:44.766810,2024-04-05 11:05:44.766810,12,Family,Berlin,4796.95,Pending,8
CUST_1167,26,Male,Medium,Brazil,2023-07-11 11:05:44.766812,2023-07-28 11:05:44.766812,12,Adventure,Dubai,2356.12,Cancelled,8
CUST_1168,35,Male,Very High,Germany,2024-05-24 11:05:44.766813,2024-06-27 11:05:44.766813,20,Relaxation,Istanbul,7669.47,Pending,3
CUST_1169,37,Female,Medium,Brazil,2023-10-06 11:05:44.766814,2023-11-18 11:05:44.766814,15,Adventure,Rome,4751.0,Completed,8
CUST_1170,68,Female,Low,Germany,2023-10-28 11:05:44.766815,2023-12-22 11:05:44.766815,7,Holiday,Paris,8046.64,Cancelled,2
CUST_1171,52,Male,Medium,Germany,2024-03-23 11:05:44.766817,2024-04-08 11:05:44.766817,9,Family,London,5258.53,Cancelled,6
CUST_1172,26,Female,Low,Germany,2024-02-09 11:05:44.766818,2024-03-31 11:05:44.766818,7,Business,Barcelona,5052.74,Cancelled,8
CUST_1173,41,Male,Medium,USA,2023-12-22 11:05:44.766819,2024-03-20 11:05:44.766819,22,Relaxation,Berlin,2472.69,Pending,8
CUST_1174,40,Male,Low,China,2024-02-20 11:05:44.766821,2024-02-21 11:05:44.766821,26,Business,Sydney,8674.14,Pending,3
CUST_1175,43,Male,Very High,Canada,2023-10-20 11:05:44.766822,2023-11-26 11:05:44.766822,11,Family,Berlin,1162.88,Completed,3
CUST_1176,59,Female,Very High,Australia,2024-03-27 11:05:44.766823,2024-06-06 11:05:44.766823,10,Adventure,Sydney,3418.55,Completed,6
CUST_1177,31,Female,Low,Brazil,2024-01-09 11:05:44.766825,2024-04-07 11:05:44.766825,20,Business,Tokyo,5988.69,Completed,9
CUST_1178,65,Male,Very High,Germany,2023-12-13 11:05:44.766826,2024-01-21 11:05:44.766826,19,Business,Tokyo,7975.11,Pending,10
CUST_1179,32,Male,Very High,UK,2024-01-29 11:05:44.766828,2024-03-23 11:05:44.766828,18,Relaxation,Barcelona,5179.93,Pending,2
CUST_1180,58,Male,Very High,Australia,2024-06-28 11:05:44.766829,2024-09-14 11:05:44.766829,28,Adventure,London,931.5,Completed,8
CUST_1181,34,Male,Medium,Canada,2024-06-16 11:05:44.766830,2024-07-27 11:05:44.766830,18,Family,Berlin,6611.87,Completed,7
CUST_1182,56,Female,Low,Spain,2024-04-01 11:05:44.766832,2024-06-04 11:05:44.766832,18,Adventure,Bangkok,1243.15,Pending,6
CUST_1183,43,Female,Very High,USA,2024-03-30 11:05:44.766833,2024-05-09 11:05:44.766833,21,Adventure,Bangkok,4003.81,Completed,6
CUST_1184,42,Male,Medium,China,2023-09-03 11:05:44.766835,2023-09-10 11:05:44.766835,13,Business,Moscow,9002.86,Pending,9
CUST_1185,35,Male,Very High,USA,2024-04-16 11:05:44.766836,2024-04-19 11:05:44.766836,6,Adventure,Sydney,1974.55,Pending,2
CUST_1186,68,Female,Low,Brazil,2023-09-27 11:05:44.766837,2023-11-30 11:05:44.766837,23,Relaxation,Berlin,5357.51,Cancelled,9
CUST_1187,55,Male,Medium,China,2023-11-17 11:05:44.766839,2023-12-04 11:05:44.766839,10,Business,Berlin,3013.31,Pending,1
CUST_1188,48,Male,Very High,Spain,2024-05-28 11:05:44.766840,2024-06-13 11:05:44.766840,26,Relaxation,New York,1464.41,Completed,3
CUST_1189,19,Female,Medium,India,2024-03-02 11:05:44.766841,2024-05-26 11:05:44.766841,12,Relaxation,Tokyo,6967.81,Cancelled,4
